"FECHA","TIPO","NUMERO","R.C.","ORDEN DE","DETALLE","DEB/HAB","GRAVADO","I.V.A.","NO INS.","MON.","GRAVADO","I.V.A.","NO INS.","IVA PER."
230415,"FAP",000100001017,"MAT","   P2355","                       ","H",        36140.00,         7589.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
230415,"FAP",000100022618,"MAT","   P2421","                       ","H",         6210.90,         1304.29,            0.00,1,            0.00,            0.00,            0.00,            0.00
230415,"FAP",000100047033,"MAT","   P2134","                       ","H",         1594.77,          334.90,            0.00,1,            0.00,            0.00,            0.00,            0.00
230415,"FAP",000100048199,"AD9","   P2392","                       ","H",          120.95,           25.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
230415,"FAP",000400008275,"AD9","   P0842","                       ","H",          443.08,           93.05,            0.00,1,            0.00,            0.00,            0.00,            0.00
240415,"FAP",000200006469,"AD9","   P1104","                       ","H",          244.05,           51.25,            0.00,1,            0.00,            0.00,            0.00,            0.00
240415,"FAP",000200006489,"AD9","   P1104","\                      ","H",          148.80,           31.25,            0.00,1,            0.00,            0.00,            0.00,            0.00
240415,"FAP",000400005268,"AD9","   P0570","                       ","H",          125.93,           26.45,            0.00,1,            0.00,            0.00,            0.00,            0.00
270415,"FAP",000300012375,"AD9","   P2192","                       ","H",           94.21,           19.78,            0.00,1,            0.00,            0.00,            0.00,            0.00
280415,"FAP",000800049155,"MAT","   P0755","                       ","H",           86.95,           18.26,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100002426,"AD9","   P2244","                       ","H",         3200.00,          672.00,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100006613,"AD9","   P1117","                       ","H",          300.00,           63.00,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100008274,"MAT","   P2294","                       ","H",        10415.11,         2187.17,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100047016,"AD9","   P2134","                       ","H",         1779.89,          373.78,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100047033,"MAT","   P2134","                       ","H",         1594.77,          334.90,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100095662,"AD3","   P0512","                       ","H",         1048.54,          283.11,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100095663,"AD3","   P0512","                       ","H",          794.26,          214.45,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100171669,"AD9","   P0526","                       ","H",          411.15,           86.34,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000100172170,"AD9","   P0526","                       ","H",          482.64,          101.35,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",000200012038,"AD9","   P2535","                       ","H",         1004.95,          211.04,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",010600635664,"FA3","   P2455",".                      ","H",          345.94,           93.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",209303877815,"F19","   P2273","                       ","H",          153.19,           32.17,            0.00,1,            0.00,            0.00,            0.00,            0.00
010515,"FAP",209303877815,"FA4","   P2273","                       ","H",         2180.06,          588.62,            0.00,1,            0.00,            0.00,            0.00,            0.00
040515,"FAP",000100049049,"AD9","   P2472","                       ","H",          198.68,           41.72,            0.00,1,            0.00,            0.00,            0.00,            0.00
040515,"FAP",000100074228,"MAT","   P2470","                       ","H",         5745.39,         1206.53,            0.00,1,            0.00,            0.00,            0.00,            0.00
040515,"FAP",000200086920,"AD9","   P0571","                       ","H",          339.82,           71.36,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",000100000579,"MAT","   P2383","                       ","H",         6080.00,         1276.80,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",000100029147,"MAT","   P2379","                       ","H",         1130.02,          237.30,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",000100038638,"AD9","   P2534","                       ","H",         2867.75,          602.23,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",000100041160,"MAT","   P1030","                       ","H",           36.12,            7.59,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",000100049062,"AD9","   P2472","                       ","H",          189.37,           39.77,            0.00,1,            0.00,            0.00,            0.00,            0.00
050515,"FAP",001602531465,"CO4","   P2212","                       ","H",           49.12,           13.26,            0.00,1,            0.00,            0.00,            0.00,            0.00
060515,"FAP",000100029157,"MAT","   P2379","                       ","H",         1133.83,          238.10,            0.00,1,            0.00,            0.00,            0.00,            0.00
060515,"FAP",000200086963,"AD9","   P0571","                       ","H",           58.00,           12.18,            0.00,1,            0.00,            0.00,            0.00,            0.00
060515,"FAP",001200058975,"AD9","   P2032","                       ","H",          120.95,           25.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
070515,"FAP",000400005582,"AD9","   P0570","                       ","H",           14.42,            3.03,            0.00,1,            0.00,            0.00,            0.00,            0.00
070515,"FAP",000600010694,"AD9","   P2284","                       ","H",         1728.00,          362.88,            0.00,1,            0.00,            0.00,            0.00,            0.00
080515,"FAP",000100047127,"MAT","   P2134","                       ","H",         1089.95,          228.89,            0.00,1,            0.00,            0.00,            0.00,            0.00
110515,"FAP",000300014302,"MAT","   P2514","                       ","H",         1242.14,          260.85,            0.00,1,            0.00,            0.00,            0.00,            0.00
120515,"FAP",000100016982,"MAT","   P2399","                       ","H",         1100.00,          231.00,            0.00,1,            0.00,            0.00,            0.00,            0.00
120515,"FAP",000100016983,"MAT","   P2399","                       ","H",           69.00,           14.49,            0.00,1,            0.00,            0.00,            0.00,            0.00
120515,"FAP",000200000058,"AD9","   P2109","                       ","H",          728.40,          152.96,            0.00,1,            0.00,            0.00,            0.00,            0.00
120515,"FAP",001000014340,"GV1","   P1169","                       ","H",          424.88,           44.61,            0.00,1,            0.00,            0.00,            0.00,            0.00
130515,"FAP",000500011453,"AD9","   P2530","                       ","H",          371.90,           78.10,            0.00,1,            0.00,            0.00,            0.00,            0.00
130515,"FAP",000500011453,"IMP","   P2530","                       ","H",          678.73,           71.27,            0.00,1,            0.00,            0.00,            0.00,            0.00
130515,"FAP",000500044198,"MAT","   P2381","                       ","H",         7636.54,         1603.67,            0.00,1,            0.00,            0.00,            0.00,            0.00
140515,"FAP",000400046241,"AD9","   P0921","                       ","H",          373.00,           78.33,            0.00,1,            0.00,            0.00,            0.00,            0.00
140515,"FAP",001400020838,"AD9","   P2188","                       ","H",          228.53,           47.99,            0.00,1,            0.00,            0.00,            0.00,            0.00
150515,"FAP",000100004111,"MAT","   P2519","                       ","H",         4500.00,          945.00,            0.00,1,            0.00,            0.00,            0.00,            0.00
150515,"FAP",000200000479,"AD9","   P1037","                       ","H",          305.79,           64.22,            0.00,1,            0.00,            0.00,            0.00,            0.00
150515,"FAP",000300065634,"AD9","   P0570","                       ","H",           29.77,            6.25,            0.00,1,            0.00,            0.00,            0.00,            0.00
180515,"FAP",000012015040,"FA4","   P0033","                       ","H",          742.11,          200.37,            0.00,1,            0.00,            0.00,            0.00,            0.00
180515,"FAP",000100006590,"MAT","   P2282","                       ","H",         1270.00,          266.70,            0.00,1,            0.00,            0.00,            0.00,            0.00
180515,"FAP",100100206204,"MAT","   P0898","                       ","H",         2029.86,          426.27,            0.00,1,            0.00,            0.00,            0.00,            0.00
180515,"FAP",100600291438,"MAT","   P0898","                       ","H",          894.81,          187.91,            0.00,1,            0.00,            0.00,            0.00,            0.00
190515,"FAP",000200087133,"MAT","   P0571","                       ","H",           43.00,            9.03,            0.00,1,            0.00,            0.00,            0.00,            0.00
200515,"FAP",000100001027,"MAT","   P2355","                       ","H",         8026.60,         1685.59,            0.00,1,            0.00,            0.00,            0.00,            0.00
210515,"FAP",000100001548,"MAT","   P1198","                       ","H",         5272.50,         1107.23,            0.00,1,            0.00,            0.00,            0.00,            0.00
220515,"FAP",000100001550,"MAT","   P1198","                       ","H",         7391.00,         1552.11,            0.00,1,            0.00,            0.00,            0.00,            0.00
220515,"FAP",000100008327,"MAT","   P2294","                       ","H",         8734.54,         1834.25,            0.00,1,            0.00,            0.00,            0.00,            0.00
220515,"FAP",000300016970,"MAT","   P2274","                       ","H",         1280.00,          268.80,            0.00,1,            0.00,            0.00,            0.00,            0.00
220515,"FAP",000300065711,"MAT","   P0570","                       ","H",          272.99,           57.33,            0.00,1,            0.00,            0.00,            0.00,            0.00
220515,"FAP",001300021940,"AD9","   P2032","                       ","H",          121.13,           25.44,            0.00,1,            0.00,            0.00,            0.00,            0.00
260515,"FAP",000200000150,"MAT","   P2109","                       ","H",         2172.72,          456.27,            0.00,1,            0.00,            0.00,            0.00,            0.00
270515,"FAP",000100006351,"MAT","   P2532","                       ","H",         1074.00,          225.54,            0.00,1,            0.00,            0.00,            0.00,            0.00
270515,"FAP",001400020922,"AD9","   P2188","                       ","H",           63.88,           13.41,            0.00,1,            0.00,            0.00,            0.00,            0.00
280515,"FAP",000100001032,"MAT","   P2355","                       ","H",        25220.00,         5296.20,            0.00,1,            0.00,            0.00,            0.00,            0.00
280515,"FAP",000100020964,"MAT","   P2275","                       ","H",         8640.00,         1814.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
280515,"FAP",001200059914,"AD9","   P2032","                       ","H",          121.13,           25.44,            0.00,1,            0.00,            0.00,            0.00,            0.00
290515,"FAP",000300432874,"AD9","   P2369","                       ","H",           31.18,            6.55,            0.00,1,            0.00,            0.00,            0.00,            0.00
010615,"FAP",000100009243,"MAT","   P0880","                       ","H",          340.00,           71.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
020615,"FAP",100600294737,"MAT","   P0898","                       ","H",          747.07,          156.88,            0.00,1,            0.00,            0.00,            0.00,            0.00
030615,"FAP",000100000024,"AD9","   P2536","                       ","H",          340.00,           71.40,            0.00,1,            0.00,            0.00,            0.00,            0.00
050615,"FAP",000100024352,"MAT","   P2145","                       ","H",          521.00,          109.41,            0.00,1,            0.00,            0.00,            0.00,            0.00
050615,"FAP",000101111154,"MAT","   P0729","                       ","H",         2228.74,          468.04,            0.00,1,            0.00,            0.00,            0.00,            0.00
050615,"FAP",000300017135,"MAT","   P2274","                       ","H",          680.00,          142.80,            0.00,1,            0.00,            0.00,            0.00,            0.00
080615,"FAP",000100000032,"AD9","   P2536","                       ","H",          510.00,          107.10,            0.00,1,            0.00,            0.00,            0.00,            0.00
080615,"FAP",000100050595,"AD9","   P2392","                       ","H",          121.13,           25.44,            0.00,1,            0.00,            0.00,            0.00,            0.00
100615,"FAP",001200060423,"AD9","   P2032","                       ","H",          121.13,           25.44,            0.00,1,            0.00,            0.00,            0.00,            0.00
180615,"FAP",000120150520,"FA4","   P0033","                       ","H",          630.58,          170.26,            0.00,1,            0.00,            0.00,            0.00,            0.00
