"FECHA","TIPO","NUMERO","R.C.","ORDEN DE","DETALLE","DEB/HAB","GRAVADO","I.V.A.","NO INS.","MON.","GRAVADO","I.V.A.","NO INS.","IVA PER.","0"
"130415","FAP","001000009188","AD9","P0755","","H","151.74","31.87","0.00","1","0.00","0.00","0.00","0.00","183.61"
"010215","FAP","000200000002","AD9","P2522","","H","15000.00","3150.00","0.00","1","0.00","0.00","0.00","0.00","18150"
"140115","FAP","000600002099","PRP","P2102","","H","1493.39","313.61","0.00","1","0.00","0.00","0.00","0.00","1807"
"240415","FAP","000200006489","AD9","P1104","\\","H","148.80","31.25","0.00","1","0.00","0.00","0.00","0.00","180.05"
"130215","FAP","000400043569","AD9","P0921","","H","145.60","30.58","0.00","1","0.00","0.00","0.00","0.00","176.18"
"010315","FAP","000100002402","MAT","P2244","","H","1420.00","298.20","0.00","1","0.00","0.00","0.00","0.00","1718.2"
"140115","FAP","000100002402","FMO","P2244","","D","1420.00","298.20","0.00","1","0.00","0.00","0.00","0.00","1718.2"
"220115","FAP","000400003233","PRP","P0570","","H","141.67","29.75","0.00","1","0.00","0.00","0.00","0.00","171.42"
"070515","FAP","000400005582","AD9","P0570","","H","14.42","3.03","0.00","1","0.00","0.00","0.00","0.00","17.45"
"100315","FAP","000200086250","MAT","P0571","","H","139.90","29.38","0.00","1","0.00","0.00","0.00","0.00","169.28"
"010415","FAP","000500010648","IMP","P2530","","H","1384.62","145.39","0.00","1","0.00","0.00","0.00","0.00","1530.0099999999998"
"120115","FAP","000300064072","PRP","P0570","","H","138.37","29.06","0.00","1","0.00","0.00","0.00","0.00","167.43"
"050115","FAP","000100028659","PRP","P2379","","H","1357.11","284.99","0.00","1","0.00","0.00","0.00","0.00","1642.1"
"130115","FAP","000100009848","PRP","P2048","","H","1356.20","284.80","0.00","1","0.00","0.00","0.00","0.00","1641"
"150415","FAP","000500022450","MAT","P1125","","H","1353.25","284.18","0.00","1","0.00","0.00","0.00","0.00","1637.43"
"160415","FAP","000100020817","MAT","P2275","","H","13200.00","2772.00","0.00","1","0.00","0.00","0.00","0.00","15972"
"270215","FAP","000400007941","AD9","P0842","","H","132.36","27.80","0.00","1","0.00","0.00","0.00","0.00","160.16000000000003"
"020315","FAP","000100046757","MAT","P2134","\\","H","131.27","27.57","0.00","1","0.00","0.00","0.00","0.00","158.84"
"010315","FAP","000400028928","AD9","P2477","","H","1305.79","274.22","0.00","1","0.00","0.00","0.00","0.00","1580.01"
"090115","FAP","000800045856","PRP","P0755","","H","130.40","27.38","0.00","1","0.00","0.00","0.00","0.00","157.78"
"090115","FAP","000400042517","PRP","P0921","","H","130.00","27.30","0.00","1","0.00","0.00","0.00","0.00","157.3"
"160115","FAP","027801418761","PRP","P2525","","H","13.85","2.91","0.00","1","0.00","0.00","0.00","0.00","16.759999999999998"
"220515","FAP","000300016970","MAT","P2274","","H","1280.00","268.80","0.00","1","0.00","0.00","0.00","0.00","1548.8"
"130215","FAP","000400003701","AD9","P0570","","H","128.23","26.93","0.00","1","0.00","0.00","0.00","0.00","155.16"
"180515","FAP","000100006590","MAT","P2282","","H","1270.00","266.70","0.00","1","0.00","0.00","0.00","0.00","1536.7"
"220115","FAP","000700071033","PRP","P0902","","H","126.15","26.49","0.00","1","0.00","0.00","0.00","0.00","152.64000000000001"
"050215","FAP","000400043299","MAT","P0921","","H","126.00","26.46","0.00","1","0.00","0.00","0.00","0.00","152.46"
"240415","FAP","000400005268","AD9","P0570","","H","125.93","26.45","0.00","1","0.00","0.00","0.00","0.00","152.38"
"010315","FAP","000020150127","CO4","P0033","","H","125.28","33.83","0.00","1","0.00","0.00","0.00","0.00","159.11"
"110515","FAP","000300014302","MAT","P2514","","H","1242.14","260.85","0.00","1","0.00","0.00","0.00","0.00","1502.9900000000002"
"150415","FAP","001000003051","MAT","P2173","","H","1232.93","258.92","0.00","1","0.00","0.00","0.00","0.00","1491.8500000000001"
"100315","FAP","000100046797","MAT","P2134","","H","1212.20","254.56","0.00","1","0.00","0.00","0.00","0.00","1466.76"
"100615","FAP","001200060423","AD9","P2032","","H","121.13","25.44","0.00","1","0.00","0.00","0.00","0.00","146.57"
"280515","FAP","001200059914","AD9","P2032","","H","121.13","25.44","0.00","1","0.00","0.00","0.00","0.00","146.57"
"220515","FAP","001300021940","AD9","P2032","","H","121.13","25.44","0.00","1","0.00","0.00","0.00","0.00","146.57"
"080615","FAP","000100050595","AD9","P2392","","H","121.13","25.44","0.00","1","0.00","0.00","0.00","0.00","146.57"
"050115","FAP","000200000175","PRP","P2524","","H","1206.25","253.31","0.00","1","0.00","0.00","0.00","0.00","1459.56"
"140415","FAP","001200058061","AD9","P2032","","H","120.95","25.40","0.00","1","0.00","0.00","0.00","0.00","146.35"
"200415","FAP","001300020818","AD9","P2032","","H","120.95","25.40","0.00","1","0.00","0.00","0.00","0.00","146.35"
"060515","FAP","001200058975","AD9","P2032","","H","120.95","25.40","0.00","1","0.00","0.00","0.00","0.00","146.35"
"230415","FAP","000100048199","AD9","P2392","","H","120.95","25.40","0.00","1","0.00","0.00","0.00","0.00","146.35"
"200315","FAP","001300019864","AD9","P2032","","H","120.87","25.38","0.00","1","0.00","0.00","0.00","0.00","146.25"
"180315","FAP","000100046648","AD9","P2392","","H","120.87","25.38","0.00","1","0.00","0.00","0.00","0.00","146.25"
"240215","FAP","001300018963","AD9","P2032","","H","120.65","25.34","0.00","1","0.00","0.00","0.00","0.00","145.99"
"100315","FAP","001300019453","AD9","P2032","","H","120.65","25.34","0.00","1","0.00","0.00","0.00","0.00","145.99"
"050115","FAP","002700039378","PRP","P2119","","H","119.86","25.17","0.00","1","0.00","0.00","0.00","0.00","145.03"
"140115","FAP","000100043873","PRP","P2392","","H","119.58","25.11","0.00","1","0.00","0.00","0.00","0.00","144.69"
"120115","FAP","000200085567","PRP","P0571","","H","118.08","24.80","0.00","1","0.00","0.00","0.00","0.00","142.88"
"110215","FAP","102202985958","AD9","P2271","","H","1176.66","247.10","0.00","1","0.00","0.00","0.00","0.00","1423.76"
"010115","FAP","000300013869","AD9","P2514","","H","1157.91","243.16","0.00","1","0.00","0.00","0.00","0.00","1401.0700000000002"
"260215","FAP","000100000996","MAT","P2355","","H","11535.00","2422.35","0.00","1","0.00","0.00","0.00","0.00","13957.35"
"200215","FAP","000100016789","MAT","P0018","","H","11376.98","2389.17","0.00","1","0.00","0.00","0.00","0.00","13766.15"
"060515","FAP","000100029157","MAT","P2379","","H","1133.83","238.10","0.00","1","0.00","0.00","0.00","0.00","1371.9299999999998"
"050515","FAP","000100029147","MAT","P2379","","H","1130.02","237.30","0.00","1","0.00","0.00","0.00","0.00","1367.32"
"100315","FAP","000100028935","MAT","P2379","","H","1113.56","233.85","0.00","1","0.00","0.00","0.00","0.00","1347.4099999999999"
"120515","FAP","000100016982","MAT","P2399","","H","1100.00","231.00","0.00","1","0.00","0.00","0.00","0.00","1331"
"080515","FAP","000100047127","MAT","P2134","","H","1089.95","228.89","0.00","1","0.00","0.00","0.00","0.00","1318.8400000000001"
"270515","FAP","000100006351","MAT","P2532","","H","1074.00","225.54","0.00","1","0.00","0.00","0.00","0.00","1299.54"
"280115","FAP","000200085742","PRP","P0571","","H","107.44","22.56","0.00","1","0.00","0.00","0.00","0.00","130"
"280115","FAP","000200000213","PRP","P2524","","H","107.34","22.54","0.00","1","0.00","0.00","0.00","0.00","129.88"
"010515","FAP","000100095662","AD3","P0512","","H","1048.54","283.11","0.00","1","0.00","0.00","0.00","0.00","1331.65"
"010515","FAP","000100008274","MAT","P2294","","H","10415.11","2187.17","0.00","1","0.00","0.00","0.00","0.00","12602.28"
"130415","FAP","000100021651","AD9","P2151","","H","1020.91","214.39","0.00","1","0.00","0.00","0.00","0.00","1235.3"
"010315","FAP","000100008201","MAT","P2294","","H","10049.00","2110.29","0.00","1","0.00","0.00","0.00","0.00","12159.29"
"010515","FAP","000200012038","AD9","P2535","","H","1004.95","211.04","0.00","1","0.00","0.00","0.00","0.00","1215.99"
